Date,Inflation Rate
2003-03-31,1.0119595216191435
2003-06-30,0.36429872495444826
2003-09-30,0.4900181488203481
2003-12-31,0.018060321473711838
2004-03-31,0.9028530155290593
2004-06-30,1.4316392269148048
2004-09-30,0.3528581510233053
2004-12-31,0.5977496483825728
2005-03-31,0.6291506466270302
2005-06-30,1.3372698853768794
2005-09-30,1.2167952013710348
2005-12-31,0.5079580088046098
2006-03-31,0.5390835579514697
2006-06-30,1.6923592493297557
2006-09-30,0.5602240896358524
2006-12-31,-0.8520399803375156
2007-03-31,1.0191703850603195
2007-06-30,1.917329088597941
2007-09-30,0.27592871119299645
2007-12-31,0.7112145553268334
2008-03-31,1.136773641855915
2008-06-30,2.1953446560668555
2008-09-30,1.1630553462407933
2008-12-31,-2.8285294292016316
2009-03-31,-0.49763307500007015
2009-06-30,1.0603023370987952
2009-09-30,0.6790719816300417
2009-12-31,0.2011885888057785
2010-03-31,0.40141505360424823
2010-06-30,0.4750721516790346
2010-09-30,0.09325049835511301
2010-12-31,0.29491632073943563
2011-03-31,1.2648223751433374
2011-06-30,1.7433108921968143
2011-09-30,0.40851798425047825
2011-12-31,-0.1520557704649761
2012-03-31,0.7956386559205608
2012-06-30,0.8275317381384317
2012-09-30,0.21932814798266698
2012-12-31,0.03604046953931128
2013-03-31,0.590329875755824
2013-06-30,0.5409806118647387
2013-09-30,0.37797934132592914
2013-12-31,-0.27906764611145274
2014-03-31,0.7612225296713904
2014-06-30,1.1808678137278594
2014-09-30,0.11467584447264478
2014-12-31,-0.8033517566055859
2015-03-31,-0.5431990016883104
2015-06-30,1.2055956442996063
2015-09-30,0.2626773738433341
2015-12-31,-0.4498436877111045
2016-03-31,0.06463406580590192
2016-06-30,1.1723505565470749
2016-09-30,0.3326819410748971
2016-12-31,0.22257419716285032
2017-03-31,0.7907369629848171
2017-06-30,0.5435177057500296
2017-09-30,0.3966156913806973
2017-12-31,0.37062963626199874
2018-03-31,0.8861183797928218
2018-06-30,1.033075566845132
2018-09-30,0.32726756775751653
2018-12-31,-0.05749473625776824
2019-03-31,0.3351160342574877
2019-06-30,1.1985132267460896
2019-09-30,0.2741660078433794
2019-12-31,0.21301799742299288
2020-03-31,0.4194274219470939
2020-06-30,-0.5400354172367172
2020-09-30,1.1314853746528408
2020-12-31,0.22995025016072645
2021-03-31,1.0731144002427584
2021-06-30,2.3397886944835244
2021-09-30,1.6009753139136995
2021-12-31,1.5177614267615214
2022-03-31,2.2834644724416098
